Optimizer Name|Mean_Training_Loss_epoch1|Mean_Training_Loss_epoch2|Mean_Training_Loss_epoch3|Mean_Training_Loss_epoch4|Mean_Training_Loss_epoch5|Mean_Training_Loss_epoch6|Mean_Training_Loss_epoch7|Mean_Training_Loss_epoch8|Mean_Training_Loss_epoch9|Mean_Training_Loss_epoch10|Std_Training_Loss_epoch1|Std_Training_Loss_epoch2|Std_Training_Loss_epoch3|Std_Training_Loss_epoch4|Std_Training_Loss_epoch5|Std_Training_Loss_epoch6|Std_Training_Loss_epoch7|Std_Training_Loss_epoch8|Std_Training_Loss_epoch9|Std_Training_Loss_epoch10
SimpleSGD|2.11207937444451|1.23817891994519|0.7933205356920706|0.6805304590594116|0.6303131114466444|0.5985939307740672|0.5742108327387577|0.5544804214859314|0.5378096010152041|0.5231361936383325|0.03560331332615168|0.10798438320998092|0.03956298543956787|0.012186644998645716|0.0038390732778200835|0.006124778195715165|0.008800593812556214|0.01068295044485807|0.012035843218160652|0.012453847089781776
SimpleSGDCurvature|0.7723634736221906|0.6034683690015187|0.5635042935398002|0.536360852695689|0.5158154714082096|0.49926007180537585|0.48522124096867714|0.4737579011872633|0.4632695710661145|0.4536214265456077|0.03202342172398049|0.03493687824772645|0.03656361024695893|0.03630331802780775|0.03573245324108051|0.0347031824793255|0.03363460613562708|0.03246424852220323|0.031252530995065045|0.029951584028699536
Adam|0.40686780644293447|0.2562013491074731|0.20868023897586727|0.17357604417952557|0.14374986494770212|0.11794149971784863|0.09297475598185893|0.07403268578686358|0.056763751688090565|0.0454169889011093|0.0029586089684279855|0.004979575228558156|0.0027395311254302932|0.004440961532702276|0.0031940037278114005|0.002864291695015702|0.004494920959741133|0.0029695217639416067|0.0019359934902373835|0.003252963119545118
AdamCurvature|0.4245190310537518|0.24615086858804838|0.19683708598560568|0.16371618050356426|0.13756881420108055|0.1132906059401577|0.09110894565028349|0.0749176317562303|0.06094507957730397|0.04966141599885437|0.005317275887119172|0.004663852555450965|0.002868363549645297|0.0029391690355675825|0.004310903303427238|0.00276427432459793|0.0037827387494227|0.004361996864137704|0.0027253793599958526|0.0020514008672231723
HeavyBall|0.912180156617107|0.502269194488544|0.43175139438093507|0.38893566509892774|0.36534063533933425|0.3449119085812704|0.3281442889574367|0.31531242830857537|0.3035335931437144|0.29273001048991926|0.03589526703738373|0.011042499984728888|0.006225866860226148|0.004680577858359004|0.003919351810753439|0.003186392810917703|0.0027595921745490505|0.0025119837714651784|0.0032809574330370924|0.0044832077455743725
HeavyBallCurvature|0.6840915557502768|0.5296654225761956|0.48077891016671565|0.4499830255164436|0.4284329156695144|0.41133043698982386|0.39857576867431804|0.3879162770323323|0.3782963257682772|0.37075832660105434|0.023979328263111135|0.03605833629545116|0.03536311326310229|0.03217657262397215|0.029396582578093768|0.026787442175732906|0.02513130484133853|0.023568066919247597|0.02194367745079084|0.020742375033360932
NAG|0.9112766289338206|0.507984469154242|0.43699215604065156|0.39569668033886396|0.36790602406660283|0.3476861888210487|0.3312336310251816|0.31649324974652804|0.30395069518725587|0.2935763929957986|0.03588200701231318|0.011707378620920632|0.00950379419913349|0.00989084254382597|0.006266871170343517|0.006791725709293034|0.003984113683842099|0.002799952666738676|0.0029340966300290417|0.00171936548877785
NAGCurvature|0.6885356497874731|0.538687834771669|0.4887498545155258|0.4557745480524706|0.43238440301076014|0.4149991442378565|0.401145355862002|0.3899904397695558|0.3803002932549116|0.37226841273084127|0.028673093524049006|0.0326658410052891|0.03051040051351706|0.027946263093330592|0.02602025911116927|0.024211587514673005|0.022449378258403225|0.02155067669031455|0.020336744311201114|0.019455209680501327
Adagrad|0.5877656380420215|0.46671665062718803|0.43839506891257557|0.42220274010023157|0.410812950115214|0.402683167516465|0.39598620756030845|0.39025428352643177|0.38576868481473375|0.3818777323023343|0.0008501854523427038|0.0005666268504888608|0.0004959317655917211|0.0004128840251229561|0.000203031567978961|0.0002578453063556121|0.0006605656370684878|0.0004917984328251104|0.0005204887288515471|0.0002784073651351107
AdagradCurvature|0.5936263295177797|0.4622593229502842|0.4285195363631211|0.40859268316582065|0.3945832826467211|0.3842285745476015|0.3757120883985878|0.3683001574634573|0.3620799091759097|0.3570421210939611|0.010243230251203146|0.0071737732252950505|0.0068371224279207094|0.00625720681920447|0.00592051118658679|0.00591575900545486|0.005900741261472331|0.005704410322806619|0.005662437339962688|0.005695858724641924
Adadelta|2.189060234650705|1.7157771887301383|1.1330627419674066|0.8726467818720763|0.7580303500413725|0.696185920792602|0.6562115785473192|0.6271915304360021|0.604331444787403|0.5857205936988364|0.009478234649330107|0.047396727047498886|0.06427365584239675|0.04909535153649366|0.03106871234309143|0.019685765911326623|0.013376864009572324|0.0106197444533179|0.00977125227435219|0.009989654571079313
AdadeltaCurvature|2.072062565870292|1.4988392707127243|1.0824335221500367|0.8739544056626016|0.7676937906409123|0.7063172628630453|0.6665248544231407|0.6378490610078623|0.6156656063229969|0.5975354219804695|0.04939460193233438|0.0983712331753069|0.07666458074037424|0.048642139702188204|0.03478393156593503|0.028379289739549726|0.024919062836295372|0.022223471513074463|0.02003164645710145|0.018142847319728785
RMSProp|0.44223425981364267|0.26276314643019044|0.21449513336102122|0.1813563644633163|0.15368382035282668|0.12877336335874823|0.10645680852113891|0.08686409176356406|0.071070146424578|0.058130508945201|0.02809245298682806|0.0125178882801673|0.011673606874920306|0.011587607481354395|0.009797260284685777|0.01051291145736237|0.0110315961880936|0.010362051400607154|0.008884133302840077|0.007649977206759991
