Optimizer Name|Mean_Training_Loss_epoch1|Std_Training_Loss_epoch1|Mean_Training_Loss_epoch2|Std_Training_Loss_epoch2|Mean_Training_Loss_epoch3|Std_Training_Loss_epoch3|Mean_Training_Loss_epoch4|Std_Training_Loss_epoch4|Mean_Training_Loss_epoch5|Std_Training_Loss_epoch5|Mean_Training_Loss_epoch6|Std_Training_Loss_epoch6|Mean_Training_Loss_epoch7|Std_Training_Loss_epoch7|Mean_Training_Loss_epoch8|Std_Training_Loss_epoch8|Mean_Training_Loss_epoch9|Std_Training_Loss_epoch9|Mean_Training_Loss_epoch10|Std_Training_Loss_epoch10
AMSGrad|0.38229|0.005516732124485764|0.19563999999999998|0.005314592071729388|0.14118999999999998|0.003965812232905967|0.11287|0.0039001566920089546|0.09475|0.0031570907846025288|0.08296|0.003359629609214552|0.07267|0.003007416757876361|0.06531|0.0027746671472048305|0.05876|0.002723641353449865|0.054110000000000005|0.0027646378103148026
AMSGradCurvature|0.38224|0.005085535042320206|0.19604|0.0055114426423578085|0.1416|0.0046038631121652065|0.11305000000000001|0.004075468616545153|0.09526|0.003361613369268456|0.08334|0.0032978781056915963|0.0735|0.0029540932054805996|0.06566|0.002609895698213927|0.059399999999999994|0.0029303014634447858|0.054479999999999994|0.0026686659172286383
Adadelta|2.12782|0.024038478413669354|1.78443|0.038741452103801|1.49008|0.04135549943276389|1.26083|0.03730311425783813|1.08826|0.031889294616079325|0.9583400000000001|0.02668795816676712|0.85957|0.02266784555757829|0.78315|0.01945606160900335|0.7232000000000001|0.016840625483237476|0.6752900000000001|0.01492562673167635
AdadeltaCurvature|2.19944|0.01924070915763997|1.99861|0.0277685053412834|1.812|0.03240973790562206|1.63747|0.034383880267099355|1.48097|0.033731753915594465|1.34431|0.03187260927853608|1.22604|0.02946052726389441|1.12458|0.02711718602247982|1.03787|0.024938548919739|0.9639200000000001|0.023072244027065193
Adagrad|0.69824|0.014088939712491595|0.43924|0.006994474009292367|0.39256|0.0055090229018704695|0.36846999999999996|0.0049472888198150156|0.35274|0.0047649647311274685|0.34125|0.004735973442117724|0.33224|0.004809296552858179|0.32488|0.005058941479093116|0.31861|0.00513364717655328|0.31304|0.005354997665732467
AdagradCurvature|0.6987|0.013927829854088695|0.4394|0.007010943826143037|0.39262|0.005595792069840421|0.36851|0.00520799598907508|0.35273000000000004|0.005068212483487421|0.3412|0.004981075296671503|0.33222999999999997|0.005033454744672541|0.32486000000000004|0.005229234063310709|0.31857|0.005368229586082264|0.31301|0.0055530672205147714
Adam|0.3821|0.005373598008369766|0.19528|0.005174467229687622|0.1412|0.004242902570437158|0.11357999999999999|0.004073164208163803|0.09664|0.002808795708721683|0.08501|0.002916409512473249|0.0753|0.002902489353028614|0.06788000000000001|0.002779208520424475|0.062439999999999996|0.002884903233501374|0.05771|0.002334975612530269
AdamCurvature|0.38231000000000004|0.005692187628671436|0.19535|0.005437166337144543|0.14123999999999998|0.004473676092183903|0.11385|0.004138504829310006|0.09683|0.0029382723570908894|0.08534|0.003023684286870353|0.0755|0.0027908580918579355|0.06867999999999999|0.0024114541486644804|0.062349999999999996|0.002593260495977984|0.05795|0.0026030964467554985
AdamW|0.38243|0.00517816998991388|0.19519|0.004907465967505249|0.1416|0.004177452706029251|0.11413|0.003953915078051688|0.09725|0.002788567931952011|0.08565|0.0029923049458383875|0.07603|0.0029799515283156987|0.0693|0.0026599916457679985|0.06338|0.0028169329262712484|0.058699999999999995|0.0026482698754721583
AdamWCurvature|0.38209|0.0059195439013491865|0.19512000000000002|0.0057584334289418945|0.14148|0.004529361004723637|0.11425|0.003997290749161654|0.09695000000000001|0.0029751750648771367|0.08542000000000001|0.003038201222214662|0.07564|0.0027403162834485598|0.06909|0.002767449688391423|0.06312999999999999|0.002688266686505965|0.05913|0.002569068140612683
HeavyBall|0.77726|0.011582860901636809|0.36868|0.0016226179121681438|0.32254|0.0026056349194262278|0.29565|0.0032132538026119124|0.27446000000000004|0.003837881359986695|0.25613|0.004110974472203771|0.23913|0.004283832655721069|0.22388|0.004216581026798311|0.21011000000000002|0.0039458698519957425|0.1978|0.0037458124767680407
HeavyBallCurvature|0.33452000000000004|0.007446222010000925|0.15764|0.004302505729869005|0.12197|0.0044098500856353095|0.10183|0.003482671388460301|0.08857000000000001|0.0044251930278049285|0.0792|0.004291593850514955|0.07067|0.0035100015827790004|0.06429|0.004835390366868011|0.05887|0.004255728165922047|0.053259999999999995|0.003972181040967571
NAG|0.77726|0.011582860901636809|0.36867|0.0016337074401495553|0.32255|0.00258467706987847|0.29565|0.00319869765164927|0.27446000000000004|0.0038204711751300955|0.25614|0.004092594938829555|0.23914|0.004293716339023806|0.22388|0.004207348069482458|0.21012|0.0039199773241974534|0.19780999999999999|0.0037400089126453573
NAGCurvature|0.33464|0.007599736837549059|0.1574|0.004947502175621325|0.12209|0.004219386474621904|0.10172|0.0039608641032537854|0.08846000000000001|0.004320288056239869|0.07916|0.004348486326681194|0.07075000000000001|0.0039010682297715917|0.06407|0.0041931293008126225|0.05865|0.004385645777863153|0.05351|0.0036957783723835223
NAdam|0.34123000000000003|0.00497729288312878|0.16887|0.0043289849977923255|0.13740000000000002|0.0026956755492207646|0.12632|0.002146211131790672|0.12249000000000002|0.002167666436003883|0.12197|0.0025144250502517154|0.12092|0.002763170481731285|0.12473000000000001|0.004248149924117297|0.13025|0.0024001157379500595|0.13143|0.0030430430675741542
NAdamCurvature|0.34136|0.004570728120940419|0.16884000000000002|0.00372027478077151|0.13723000000000002|0.002091278184375393|0.12647|0.0013283657461541066|0.12195|0.002807628497108863|0.12215000000000001|0.002080731708905411|0.12292|0.002203935873235277|0.12607|0.003991671885869935|0.12846|0.004750251455332533|0.13282|0.0043460838055017345
NAdamW|0.34081|0.004495541000690453|0.16921|0.003909376193489471|0.13740000000000002|0.003160168771864353|0.12618000000000001|0.00239990740562122|0.12287|0.0030775350887069096|0.12161|0.0025937745982769337|0.12179|0.0024415159225366504|0.12503999999999998|0.003687878040885353|0.12858|0.002995478073511621|0.13328|0.00499306185287812
NAdamWCurvature|0.34113000000000004|0.004401022608439992|0.16885|0.0038422360387901466|0.13745000000000002|0.0025833870962147475|0.12675|0.001630439613519414|0.12318|0.002299178597286912|0.12175|0.0022366890212494445|0.12175|0.0022707071830403627|0.12509|0.003180653322126689|0.12932|0.003245098868550337|0.13443|0.0036212490171823927
RMSProp|0.39966|0.006974429486823029|0.21042|0.006448910330004939|0.15572|0.0047269440445175705|0.12669000000000002|0.003841136984453084|0.10897000000000001|0.0034189179574830395|0.09636|0.00295115796482217|0.08687|0.0033129543713529518|0.07933|0.002598739010451884|0.07350999999999999|0.002732703179393376|0.06829|0.0025141598994495138
RMSPropCurvature|0.39926|0.006219181796846131|0.20883|0.005264567092047234|0.15436|0.005293853878686952|0.12608|0.0050699112418266246|0.10902|0.0045418547361672015|0.09647|0.00446070497667004|0.08718000000000001|0.004702906902473546|0.07955|0.0035091151147958748|0.07338|0.003730594233273479|0.06823|0.003660312676382838
RMSPropMomentum|0.3936|0.009132116707289485|0.20554|0.0071447261046950665|0.15267999999999998|0.006201756023722449|0.12597|0.005884641025585165|0.11012999999999999|0.005140482035330497|0.09829|0.004859458131657613|0.08925999999999999|0.004830964936968828|0.0817|0.004269270039089429|0.07547000000000001|0.004330781299796454|0.07026|0.004097750060161742
RMSPropMomentumCurvature|0.39422999999999997|0.00858642986215912|0.20636000000000002|0.00651412141257574|0.15312|0.006094587762925397|0.1259|0.0062207537949815934|0.10941000000000001|0.005757979969862115|0.09735|0.005184860439566118|0.08818000000000001|0.005361964814008637|0.08072|0.004961809705697667|0.07464|0.005027745242374777|0.06955|0.004881768805122447
Shampoo|1.51103|0.9479429214532558|0.38730000000000003|0.021348484203281917|0.28420999999999996|0.004100799380066706|0.23752|0.004206555730180109|0.20485000000000003|0.004137162205076212|0.18046|0.0038973495267082972|0.16148|0.0037484218901647896|0.14628000000000002|0.0033976462440931084|0.13371|0.0029471078101156027|0.12331|0.002742444165338644
SimpleSGDCurvature|0.39651000000000003|0.003512659644454292|0.17593|0.002540363053668606|0.13057000000000002|0.0021401194151521403|0.10601000000000001|0.0021824807495650937|0.09036000000000001|0.002335808211305029|0.07876999999999999|0.0020412686686905684|0.06973|0.002187870603527041|0.06194999999999999|0.0015500896031448558|0.05586|0.0016754435565279747|0.05067000000000001|0.002117152175289561
