Optimizer Name|Mean_Training_Loss_epoch1|Std_Training_Loss_epoch1|Mean_Training_Loss_epoch2|Std_Training_Loss_epoch2|Mean_Training_Loss_epoch3|Std_Training_Loss_epoch3|Mean_Training_Loss_epoch4|Std_Training_Loss_epoch4|Mean_Training_Loss_epoch5|Std_Training_Loss_epoch5|Mean_Training_Loss_epoch6|Std_Training_Loss_epoch6|Mean_Training_Loss_epoch7|Std_Training_Loss_epoch7|Mean_Training_Loss_epoch8|Std_Training_Loss_epoch8|Mean_Training_Loss_epoch9|Std_Training_Loss_epoch9|Mean_Training_Loss_epoch10|Std_Training_Loss_epoch10
AMSGrad|3.2231750000000003|0.05452225080949358|2.319425|0.07193021502354442|1.782875|0.05888210678975407|1.371925|0.04477301084358751|1.04895|0.04659374063827311|0.791175|0.04518925941710783|0.57135|0.04706523841081299|0.3807|0.03982838184008987|0.22885|0.040744774716111355|0.118825|0.02630733421183784
AMSGradCurvature|3.24335|0.05480684263848807|2.329175|0.05610260689130228|1.776325|0.07978209385570167|1.370775|0.07365058836605906|1.045925|0.08093706917517247|0.779525|0.06661753397817523|0.565625|0.06850057785644344|0.3739|0.05612598922662|0.218975|0.058968204709543816|0.112225|0.04023633308342101
Adadelta|4.6492249999999995|0.05243798718486414|4.4696750000000005|0.04516461557458485|4.32985|0.03862456040742273|4.2136|0.035140479981544945|4.116525|0.03155823981149787|4.034425|0.027669522944929678|3.9657|0.024916794871465024|3.90925|0.022257358333818787|3.86135|0.020347071861409008|3.818|0.019752468200202506
AdadeltaCurvature|4.61725|0.052321601657441416|4.38725|0.04585807816877323|4.2025|0.03923289436174736|4.04805|0.03453978382483935|3.9246|0.030802164426113728|3.8213999999999997|0.030790366458791754|3.733525|0.03078715911978039|3.6607250000000002|0.027869143629947888|3.599425|0.020826325488029266|3.544375|0.015046898905311535
Adagrad|3.1089|0.007260853944268609|2.3417000000000003|0.024035113202701408|1.961725|0.03205634362597608|1.667925|0.024607908620333043|1.417275|0.026514948613942324|1.1894|0.036814127722927185|0.97285|0.039391750405383126|0.762675|0.04878157951522275|0.5744750000000001|0.055020503753903695|0.415675|0.056128446442067145
AdagradCurvature|3.080925|0.025543867496263504|2.3327999999999998|0.04336903657372761|2.001925|0.05027772038056892|1.76145|0.04020949307481163|1.56975|0.03963386599025296|1.40305|0.04056644754802506|1.25535|0.033381082466970205|1.11685|0.03699770263137966|0.991325|0.03820160336949213|0.874775|0.03927996732856755
Adam|3.216525|0.062229755744338415|2.311375|0.07528401224695729|1.77095|0.06621331688817085|1.3694000000000002|0.04701857788860347|1.0437750000000001|0.05201425285438597|0.783025|0.04133911585895371|0.5674|0.03863435431495309|0.38205|0.036508035645138|0.229125|0.03045186091741082|0.1105|0.0197022841315417
AdamCurvature|3.233625|0.04479876300375577|2.3297499999999998|0.04549413881662843|1.790275|0.06841887531960757|1.3899|0.06276309956229591|1.0631249999999999|0.05905039514403495|0.807375|0.06299017780575003|0.5847|0.05713346946697124|0.392075|0.05030741330393894|0.23807499999999998|0.04502291083437408|0.133025|0.032027319067737564
AdamW|3.234225|0.03926018976011201|2.3413500000000003|0.055034867735524524|1.801675|0.06094403853809928|1.4004|0.04512478993487581|1.0732|0.039844029247387516|0.8190500000000001|0.04336530871560817|0.596425|0.04173243143327903|0.402875|0.03965756548251542|0.242525|0.03367346878478663|0.13192500000000001|0.024972167840751562
AdamWCurvature|3.231125|0.0481836331133302|2.32745|0.06764537431832768|1.777525|0.07064863173952247|1.3836249999999999|0.06693735255196959|1.0579|0.06450447012933799|0.8|0.05769818021393746|0.58625|0.05241561472182375|0.393375|0.04756408834404377|0.24075|0.055740499937956524|0.1426|0.03692975313573957
HeavyBall|4.0565|0.009304837451562692|3.630425|0.009406868058321553|3.398425|0.008319605359230355|3.17835|0.003893156388673155|2.9993|0.011197023413985227|2.844|0.018688677499134856|2.70845|0.02670237192959944|2.588875|0.030596990592758323|2.482225|0.023509909258296532|2.39415|0.022688984111237705
HeavyBallCurvature|3.655325|0.14500669812115569|2.623675|0.1302282963363442|2.088275|0.14253052012346917|1.647875|0.1393030838376044|1.25995|0.1502251310533626|0.948175|0.12354546733895173|0.654075|0.12423135339626085|0.3947|0.1188765185672371|0.189025|0.10604349343547675|0.063725|0.04759036141909409
NAG|4.049975|0.007340470012199753|3.6262|0.0016911534525287564|3.409075|0.0066469918008074435|3.1935000000000002|0.01623104022133706|3.0151250000000003|0.020747911541486048|2.859775|0.02404085065050721|2.7268749999999997|0.02778541283959416|2.606625|0.021811063706293404|2.49635|0.013287211897158936|2.404775|0.01632429171510976
NAGCurvature|3.668425|0.141238129294701|2.64555|0.13731463869522428|2.0930999999999997|0.14813304830455623|1.6495|0.16036136276131682|1.27155|0.19459238594217068|0.9638249999999999|0.18604093411576564|0.6732750000000001|0.19296482192358272|0.416325|0.1923997812715319|0.212925|0.17415283278392765|0.0885|0.10054567784511344
NAdam|3.59345|0.05805758635469891|2.7178|0.03426922817922807|2.1388|0.04301751581236036|1.659575|0.044407234770924446|1.275025|0.05897442242192797|0.9701500000000001|0.060087075704070306|0.711625|0.05492821830959625|0.49095|0.05602264423129872|0.31275000000000003|0.05797094099633022|0.180025|0.03200899613129617
NAdamCurvature|3.5476|0.04518251874342549|2.61555|0.04966571587456819|2.024875|0.04395614291541052|1.571|0.03696088022039881|1.2075|0.03365798567947877|0.9216|0.028643440203066837|0.6716500000000001|0.017222949805419514|0.461375|0.019930107041023788|0.292025|0.008899578641711077|0.1696|0.01287918216865238
