Optimizer Name,Running loop number,Initial CPU Memory (MB),Peak CPU Memory (MB),Initial GPU Memory Allocated (MB),Peak GPU Memory Allocated (MB),Initial GPU Memory Reserved (MB),Peak GPU Memory Reserved (MB)
SimpleSGD,1,1900.67578125,3307.23046875,72.2724609375,160.794921875,74.0,528.0
SimpleSGD,2,3308.3359375,3312.97265625,88.5224609375,160.794921875,254.0,508.0
SimpleSGDCurvature,1,3373.2265625,3373.28515625,88.5224609375,160.794921875,182.0,652.0
SimpleSGDCurvature,2,3374.2421875,3374.2421875,88.5224609375,160.794921875,254.0,652.0
Adam,1,3388.76953125,3323.87890625,88.5224609375,305.33984375,182.0,652.0
Adam,2,3324.1953125,3337.59765625,88.5224609375,305.33984375,398.0,652.0
AdamCurvature,1,3396.59375,3396.59375,88.5224609375,305.33984375,326.0,870.0
AdamCurvature,2,3396.59375,3396.59375,88.5224609375,305.33984375,400.0,870.0
HeavyBall,1,3416.87109375,3351.65234375,88.5224609375,233.0673828125,328.0,508.0
HeavyBall,2,3351.66015625,3351.66015625,88.5224609375,233.0673828125,326.0,508.0
HeavyBallCurvature,1,3403.3828125,3403.3828125,88.5224609375,233.0673828125,254.0,870.0
HeavyBallCurvature,2,3403.38671875,3403.38671875,88.5224609375,233.0673828125,328.0,798.0
NAG,1,3410.79296875,3352.015625,88.5224609375,233.0673828125,256.0,580.0
NAG,2,3352.19921875,3352.19921875,88.5224609375,233.0673828125,326.0,508.0
NAGCurvature,1,3410.9140625,3410.9140625,88.5224609375,233.0673828125,254.0,796.0
NAGCurvature,2,3345.6953125,3345.6953125,88.5224609375,233.0673828125,326.0,724.0
Adagrad,1,3404.078125,3404.078125,88.5224609375,233.0673828125,256.0,580.0
Adagrad,2,3404.078125,3404.078125,88.5224609375,233.0673828125,326.0,508.0
AdagradCurvature,1,3403.45703125,3403.45703125,88.5224609375,233.0673828125,254.0,796.0
AdagradCurvature,2,3403.45703125,3403.45703125,88.5224609375,233.0673828125,326.0,724.0
Adadelta,1,3405.296875,3404.3125,88.5224609375,305.33984375,256.0,652.0
Adadelta,2,3404.3125,3404.3125,88.5224609375,305.33984375,398.0,580.0
AdadeltaCurvature,1,3404.03125,3404.03125,88.5224609375,305.33984375,326.0,942.0
AdadeltaCurvature,2,3404.03515625,3404.03515625,88.5224609375,305.33984375,400.0,940.0
RMSProp,1,3411.03515625,3411.03515625,88.5224609375,233.0673828125,326.0,508.0
RMSProp,2,3411.04296875,3411.04296875,88.5224609375,233.0673828125,326.0,508.0
RMSPropCurvature,1,3410.984375,3410.984375,88.5224609375,233.0673828125,254.0,796.0
RMSPropCurvature,2,3410.9921875,3410.9921875,88.5224609375,233.0673828125,326.0,724.0
RMSPropMomentum,1,3425.49609375,3360.27734375,88.5224609375,305.33984375,256.0,652.0
RMSPropMomentum,2,3360.28125,3366.72265625,88.5224609375,305.33984375,398.0,652.0
RMSPropMomentumCurvature,1,3418.734375,3418.734375,88.5224609375,305.33984375,326.0,870.0
RMSPropMomentumCurvature,2,3418.734375,3418.734375,88.5224609375,305.33984375,400.0,868.0
AdamW,1,3432.30859375,3373.53125,88.5224609375,305.33984375,326.0,652.0
AdamW,2,3373.72265625,3373.72265625,88.5224609375,305.33984375,398.0,652.0
AdamWCurvature,1,3432.2265625,3432.2265625,88.5224609375,305.33984375,326.0,870.0
AdamWCurvature,2,3367.0078125,3373.44921875,88.5224609375,305.33984375,400.0,868.0
NAdam,1,3432.30859375,3373.53125,88.5224609375,305.33984375,326.0,652.0
NAdam,2,3373.71484375,3373.71484375,88.5224609375,305.33984375,398.0,652.0
NAdamCurvature,1,3432.44140625,3432.44140625,88.5224609375,305.33984375,326.0,870.0
NAdamCurvature,2,3367.22265625,3373.6640625,88.5224609375,305.33984375,400.0,868.0
NAdamW,1,3432.29296875,3373.515625,88.5224609375,305.33984375,326.0,652.0
NAdamW,2,3380.453125,3387.15234375,88.5224609375,305.33984375,398.0,652.0
NAdamWCurvature,1,3452.69140625,3452.69140625,88.5224609375,305.33984375,326.0,870.0
NAdamWCurvature,2,3386.48828125,3386.48828125,88.5224609375,305.33984375,400.0,868.0
AMSGrad,1,3452.55078125,3400.7265625,88.5224609375,377.6123046875,326.0,724.0
AMSGrad,2,3407.71484375,3414.4140625,88.5224609375,377.6123046875,470.0,724.0
AMSGradCurvature,1,3479.94140625,3479.94140625,88.5224609375,377.6123046875,398.0,1014.0
AMSGradCurvature,2,3479.94140625,3479.94140625,88.5224609375,377.6123046875,472.0,1014.0
